index	firstName	LastName	Birthday	Age	Gender	Height	MaxHeight	IQ	Education	Cash	Stamina	Job	Status	LifeSpan	Reproduction	SpouseName	Married	ChildrenNumber
207	nuaqmf	emfpqy	1399237046647	19.047808	female	0	174	107	COLLEGE	0	50	none	atSchool	48.0	1	tbrzwsovl	true	1
208	cwmufba	ijmoowp	1399237046647	19.047808	male	0	183	113	COLLEGE	0	50	none	atSchool	78.0	1	fmuhjirvi	true	0
209	qenkwk	guipwwjo	1399237046647	19.047808	female	0	173	90	COLLEGE	0	50	none	atSchool	67.0	1	stdqbicy	true	2
210	igrdb	mppmtbz	1399237046647	19.047918	male	0	167	76	COLLEGE	0	50	none	atSchool	103.0	2	moldm	true	0
211	oqfklir	qbb	1399237046647	19.047918	female	0	177	121	COLLEGE	0	50	none	atSchool	93.0	2	none	false	0
212	jvgsre	uevwt	1399237046647	19.047918	male	0	163	91	COLLEGE	0	50	none	atSchool	80.0	2	xmf	true	0
213	jnrohdsq	nacdgmv	1399237046647	19.048056	female	0	183	89	COLLEGE	0	50	none	atSchool	99.0	1	none	false	0
214	vxuug	otpqe	1399237046647	19.048056	male	0	186	74	COLLEGE	0	50	none	atSchool	82.0	3	qkjht	true	0
215	edmtytpou	vnspaja	1399237046647	19.048056	male	0	169	98	COLLEGE	0	50	none	atSchool	88.0	2	none	false	0
216	dvodpezb	eowctfm	1399237046647	19.048138	male	0	182	103	COLLEGE	0	50	none	atSchool	42.0	3	exmqvwefw	true	0
217	dzwkeh	fdc	1399237046647	19.04822	female	0	178	93	COLLEGE	0	50	none	atSchool	100.0	1	none	false	0
218	fnsenkf	tbrzwsovl	1399237046647	19.04822	male	0	163	104	COLLEGE	0	50	none	atSchool	47.0	2	emfpqy	true	0
219	hlmum	vbppf	1399237046647	19.04822	male	0	188	82	COLLEGE	0	50	none	atSchool	65.0	1	ded	true	0
220	tnyt	itfum	1399237046647	19.04822	female	0	182	126	COLLEGE	0	50	none	atSchool	61.0	3	ptlsbx	true	1
221	tqmyfuiti	rojjrxt	1399237046647	19.04822	male	0	173	87	COLLEGE	0	50	none	atSchool	69.0	1	scnaw	true	0
222	nxndr	fyttcsv	1399237046647	19.04822	female	0	175	110	COLLEGE	0	50	none	atSchool	110.0	0	ciro	true	1
223	byoc	ldrvboj	1399237046647	19.048357	female	0	172	124	COLLEGE	0	50	none	atSchool	66.0	2	none	false	0
224	lkgyzop	tem	1399237046647	19.048357	female	0	173	106	COLLEGE	0	50	none	atSchool	71.0	3	none	false	0
225	olazyf	hkfoc	1399237046647	19.048439	male	0	184	109	COLLEGE	0	50	none	atSchool	100.0	1	none	false	0
226	kspzryehs	sgaseyhqf	1399237046647	19.048439	male	0	157	123	COLLEGE	0	50	none	atSchool	106.0	0	mnvwlzrfk	true	0
227	qgpzgdpd	ptlsbx	1399237046647	19.048658	male	0	168	118	COLLEGE	0	50	none	atSchool	56.0	2	itfum	true	0
228	ogqg	iqwzv	1399237046647	19.048658	female	0	180	92	COLLEGE	0	50	none	atSchool	101.0	1	omx	true	2
229	nrzhft	mxwgde	1399237046647	19.048658	female	0	181	106	COLLEGE	0	50	none	atSchool	87.0	1	none	false	0
230	zioouxptq	upceek	1399237046647	19.048658	female	0	172	85	COLLEGE	0	50	none	atSchool	75.0	2	none	false	0
231	csgxy	gedvdvo	1399237046647	19.04885	female	0	173	104	COLLEGE	0	50	none	atSchool	69.0	1	none	false	0
232	fdvzrkduf	hrlqrafhz	1399237046647	19.04885	male	0	185	119	COLLEGE	0	50	none	atSchool	57.0	3	uzdjtsq	true	0
233	bzmtzcilq	cvuow	1399237046647	19.04885	female	0	164	107	COLLEGE	0	50	none	atSchool	52.0	4	none	false	0
234	sajb	bpzoi	1399237046647	19.04885	female	0	175	96	COLLEGE	0	50	none	atSchool	91.0	2	rppt	true	2
235	ykchjjcgx	omjqgfgoi	1399237046647	19.04885	female	0	171	104	COLLEGE	0	50	none	atSchool	36.0	0	none	false	0
236	pjmgvbx	nnkhhdzjd	1399237046647	19.04885	female	0	169	104	COLLEGE	0	50	none	atSchool	84.0	3	none	false	0
237	zjjnesunm	ucivyofu	1399237046647	19.04885	male	0	171	107	COLLEGE	0	50	none	atSchool	70.0	2	wku	true	0
238	axrgu	gqe	1399237046648	19.049042	male	0	163	90	COLLEGE	0	50	none	atSchool	62.0	1	cpteuwi	true	0
239	qcihtfzio	pehm	1399237046648	19.049042	female	0	163	96	COLLEGE	0	50	none	atSchool	62.0	3	nkksqvody	true	2
240	koor	ypphcxijg	1399237046648	19.049042	male	0	165	110	COLLEGE	0	50	none	atSchool	81.0	2	fglxh	true	0
241	tncguvc	ubfpgrhz	1399237046648	19.049042	female	0	175	95	COLLEGE	0	50	none	atSchool	91.0	2	ctowa	true	0
242	rawbs	xpndnce	1399237046648	19.049042	male	0	179	99	COLLEGE	0	50	none	atSchool	81.0	2	zklpcpsi	true	0
243	xxnwi	moldm	1399237046648	19.049042	female	0	176	101	COLLEGE	0	50	none	atSchool	100.0	0	mppmtbz	true	1
244	ugmjb	hzmrwjxpa	1399237046648	19.049042	male	0	158	116	COLLEGE	0	50	none	atSchool	56.0	1	slejimw	true	0
245	uubhdre	hlp	1399237046648	19.049042	female	0	161	120	COLLEGE	0	50	none	atSchool	67.0	1	xlk	true	0
246	gna	wxozw	1399237046648	19.049042	female	0	174	89	COLLEGE	0	50	none	atSchool	91.0	3	none	false	0
247	kou	hrtukfe	1399237046648	19.049042	female	0	177	131	COLLEGE	0	50	none	atSchool	74.0	3	none	false	0
248	qamialfz	wpjoykbdy	1399237046648	19.049124	female	0	188	119	COLLEGE	0	50	none	atSchool	76.0	2	none	false	0
249	mbqxt	eyo	1399237046648	19.049124	female	0	177	102	COLLEGE	0	50	none	atSchool	59.0	2	none	false	0
250	jfbwqppj	ndi	1399237046648	19.049124	male	0	177	91	COLLEGE	0	50	none	atSchool	61.0	2	skjnwkx	true	0
251	jhpyz	rplcek	1399237046648	19.049124	male	0	185	109	COLLEGE	0	50	none	atSchool	76.0	1	zivrs	true	0
252	lye	sdoalokua	1399237046648	19.049124	male	0	172	103	COLLEGE	0	50	none	atSchool	92.0	1	bpzoi	true	0
253	czyggimjn	kgzetgaxk	1399237046648	19.049124	female	0	177	118	COLLEGE	0	50	none	atSchool	70.0	2	none	false	0
254	tzwfjik	hbacfo	1399237046648	19.049124	female	0	170	85	COLLEGE	0	50	none	atSchool	65.0	2	none	false	0
255	ckmxhv	zuylxxruh	1399237046648	19.049124	female	0	176	83	COLLEGE	0	50	none	atSchool	92.0	1	none	false	0
256	bzjpb	apws	1399237046648	19.049124	male	0	178	81	COLLEGE	0	50	none	atSchool	92.0	1	lyifleqj	true	0
257	obxbbn	olctk	1399237046648	19.049124	female	0	179	84	COLLEGE	0	50	none	atSchool	65.0	2	none	false	0
258	qcypxhp	qxmxqw	1399237046648	19.049124	female	0	179	98	COLLEGE	0	50	none	atSchool	68.0	1	none	false	0
259	ibeawihsa	sgogeli	1399237046648	19.049261	female	0	176	103	COLLEGE	0	50	none	atSchool	85.0	3	none	false	0
260	tecmx	wtyujhnw	1399237046648	19.049261	female	0	181	117	COLLEGE	0	50	none	atSchool	74.0	1	none	false	0
261	awff	pfv	1399237046648	19.049261	male	0	183	93	COLLEGE	0	50	none	atSchool	96.0	1	syhtqaag	true	0
262	uewzmb	kmv	1399237046648	19.049261	male	0	180	91	COLLEGE	0	50	none	atSchool	90.0	2	none	false	0
263	lwuj	sko	1399237046648	19.049261	female	0	158	114	COLLEGE	0	50	none	atSchool	90.0	1	none	false	0
264	bbv	hhhlf	1399237046648	19.049261	female	0	166	98	COLLEGE	0	50	none	atSchool	57.0	2	none	false	0
265	rollkazzn	qkjht	1399237046648	19.04937	female	0	168	115	COLLEGE	0	50	none	atSchool	92.0	2	otpqe	true	2
266	ysok	nkksqvody	1399237046648	19.04937	male	0	184	109	COLLEGE	0	50	none	atSchool	93.0	1	pehm	true	0
267	bvt	zpqkanbhe	1399237046648	19.04937	female	0	178	110	COLLEGE	0	50	none	atSchool	79.0	2	none	false	0
268	wwwny	khd	1399237046648	19.04937	male	0	171	115	COLLEGE	0	50	none	atSchool	49.0	3	ifopryd	true	0
269	ojc	syhtqaag	1399237046648	19.04937	female	0	169	87	COLLEGE	0	50	none	atSchool	68.0	1	pfv	true	2
270	ahqyfvx	zgle	1399237046648	19.049452	female	0	170	106	COLLEGE	0	50	none	atSchool	94.0	2	none	false	0
271	eqxwt	ftxp	1399237046648	19.049452	male	0	180	84	COLLEGE	0	50	none	atSchool	75.0	1	bqvnl	true	0
272	wcneola	scnaw	1399237046649	19.049452	female	0	170	89	COLLEGE	0	50	none	atSchool	80.0	2	rojjrxt	true	2
273	jdymj	qofg	1399237046649	19.049644	male	0	179	80	COLLEGE	0	50	none	atSchool	84.0	0	dscodzt	true	0
274	scst	xbqssqxxk	1399237046649	19.049644	female	0	163	118	COLLEGE	0	50	none	atSchool	68.0	2	none	false	0
275	rvtojztpj	nemwxu	1399237046649	19.049644	male	0	171	97	COLLEGE	0	50	none	atSchool	101.0	1	none	false	0
276	kbks	avcdb	1399237046649	19.049726	male	0	175	93	COLLEGE	0	50	none	atSchool	62.0	1	ihqeyobz	true	0
277	tfhk	fglxh	1399237046649	19.049726	female	0	173	100	COLLEGE	0	50	none	atSchool	61.0	0	ypphcxijg	true	1
278	vkly	qwr	1399237046649	19.049726	female	0	180	73	COLLEGE	0	50	none	atSchool	79.0	2	none	false	0
279	hsx	xlk	1399237046649	19.049726	male	0	172	87	COLLEGE	0	50	none	atSchool	75.0	1	hlp	true	0
280	azcfdn	iraxp	1399237046649	19.049726	female	0	176	112	COLLEGE	0	50	none	atSchool	89.0	2	none	false	0
281	dbwmece	inek	1399237046649	19.049726	male	0	163	92	COLLEGE	0	50	none	atSchool	91.0	3	uwqyyvv	true	0
282	asvgk	jdk	1399237046649	19.049726	female	0	176	105	COLLEGE	0	50	none	atSchool	78.0	2	none	false	0
283	ksks	puezbc	1399237046649	19.049726	female	0	188	83	COLLEGE	0	50	none	atSchool	84.0	1	none	false	0
284	ailb	dabjs	1399237046649	19.04978	female	0	171	109	COLLEGE	0	50	none	atSchool	95.0	1	none	false	0
285	dkrwi	xmf	1399237046649	19.04978	female	0	170	84	COLLEGE	0	50	none	atSchool	110.0	1	uevwt	true	2
286	danno	zhw	1399237046649	19.049973	female	0	182	106	COLLEGE	0	50	none	atSchool	74.0	1	none	false	0
287	zgavd	sflgixrn	1399237046649	19.049973	female	0	180	100	COLLEGE	0	50	none	atSchool	65.0	1	none	false	0
288	txelzui	evtpzkwc	1399237046649	19.050081	male	0	184	88	COLLEGE	0	50	none	atSchool	86.0	3	uzdjtsq	true	0
289	onzu	exmqvwefw	1399237046649	19.050081	female	0	174	77	COLLEGE	0	50	none	atSchool	87.0	2	eowctfm	true	3
290	fago	yegu	1399237046649	19.050081	male	0	185	69	COLLEGE	0	50	none	atSchool	88.0	2	exmqvwefw	true	0
291	wbndfcxs	pxi	1399237046649	19.050081	male	0	170	87	COLLEGE	0	50	none	atSchool	85.0	2	luv	true	0
292	zuboejbrq	eovn	1399237046649	19.050081	female	0	171	75	COLLEGE	0	50	none	atSchool	75.0	0	none	false	0
293	kigywb	wkajdcisx	1399237046649	19.050081	male	0	165	99	COLLEGE	0	50	none	atSchool	92.0	0	mhuqfica	true	0
294	vbacbhy	ozsizc	1399237046649	19.050081	female	0	179	115	COLLEGE	0	50	none	atSchool	71.0	2	none	false	0
295	clrmizg	lqnlpiw	1399237220740	18.61044	male	0	167	68	HIGH	0	50	none	atSchool	78.0	2	none	false	0
296	pcskxsqqx	vtkw	1399248497863	6.667288	male	0	169	114	PRE	0	50	none	atSchool	60.0	1	none	false	0
297	pdez	hzqynrf	1399248534363	6.1443286	male	0	163	112	PRE	0	50	none	atSchool	62.0	0	none	false	0
298	wfoloji	mkutoec	1399248534363	6.1443286	male	0	173	111	PRE	0	50	none	atSchool	65.0	2	none	false	0
299	gzheg	rdag	1399248570863	5.619836	male	0	168	95	PRE	0	50	none	atSchool	97.0	0	none	false	0
300	xsyhomy	wys	1399248570863	5.619836	male	0	177	113	PRE	0	50	none	atSchool	95.0	1	none	false	0
301	sbmec	ujqmrmwdh	1399248607363	5.1003838	female	0	172	90	PRE	0	50	none	atSchool	85.0	0	none	false	0
302	catobtut	gyrxowy	1399248607363	5.1003838	female	0	175	100	PRE	0	50	none	atSchool	58.0	2	none	false	0
303	tgki	hfjdy	1399248643863	4.578466	male	0	171	100	PRE	0	50	none	atSchool	75.0	3	none	false	0
304	ohxvnw	gskdovshn	1399248680363	4.0568767	male	0	178	105	PRE	0	50	none	atSchool	72.0	0	none	false	0
305	mzpelg	geltw	1399248680365	4.0568767	female	0	181	97	PRE	0	50	none	atSchool	90.0	2	none	false	0
306	hlyrsh	eujqcxnw	1399248680365	4.0568767	male	0	183	130	PRE	0	50	none	atSchool	61.0	3	none	false	0
307	lrbcq	vaqwfv	1399248680365	4.0568767	female	0	168	105	PRE	0	50	none	atSchool	86.0	1	none	false	0
308	hpa	wxjnup	1399248716865	3.5779452	female	0	172	101	PRE	0	50	none	atSchool	96.0	1	none	false	0
309	wnsspo	xxnihlxm	1399248716866	3.577863	female	0	171	74	PRE	0	50	none	atSchool	63.0	1	none	false	0
310	dbewqhk	nfphn	1399248716866	3.577863	female	0	173	110	PRE	0	50	none	atSchool	103.0	3	none	false	0
311	kijpsmx	nmjbwhbhv	1399248716866	3.577863	female	0	170	123	PRE	0	50	none	atSchool	59.0	0	none	false	0
312	fgp	whg	1399248716866	3.577863	male	0	173	89	PRE	0	50	none	atSchool	67.0	0	none	false	0
313	bujfvb	szuhdt	1399249347135	3.3344657	male	0	176	87	PRE	0	50	none	atSchool	67.0	2	none	false	0
314	wevkvftf	llat	1399249347135	3.3344657	male	0	176	85	PRE	0	50	none	atSchool	44.0	3	none	false	0
315	icek	epnpi	1399249347135	3.3344657	male	0	173	103	PRE	0	50	none	atSchool	83.0	3	none	false	0
316	gccbbklln	ybcmfrzj	1399249347136	3.3344657	female	0	165	86	PRE	0	50	none	atSchool	81.0	2	none	false	0
317	iebjrt	qbxqkjx	1399250476919	3.324137	male	0	175	66	PRE	0	50	none	atSchool	60.0	3	none	false	0
318	yhrcqxchs	lrhls	1399250476919	3.324137	female	0	172	94	PRE	0	50	none	atSchool	92.0	1	none	false	0
319	hzbt	sxyvmabaw	1399251115964	3.1384656	male	0	185	95	PRE	0	50	none	atSchool	81.0	2	none	false	0
320	txvanebwh	mlvbwww	1399251115965	3.1384656	male	0	186	97	PRE	0	50	none	atSchool	49.0	0	none	false	0
321	tnozezoa	geskgkeol	1399256531777	3.1205206	male	0	181	87	PRE	0	50	none	atSchool	82.0	2	none	false	0
322	dlkb	hyu	1399256531778	3.1206028	female	0	175	100	PRE	0	50	none	atSchool	94.0	0	none	false	0
323	wzcwowhq	uqgrqxd	1399256531778	3.120767	male	0	158	138	PRE	0	50	none	atSchool	67.0	1	none	false	0
324	wfltukmek	ucpxkk	1399256539958	3.1040547	male	0	183	69	PRE	0	50	none	atSchool	87.0	0	none	false	0
325	tiugbeejh	zcvyfeumu	1399256539959	3.1040547	male	0	174	86	PRE	0	50	none	atSchool	67.0	1	none	false	0
326	qezoglrye	tkwnuv	1399259324313	3.0209863	female	0	163	95	PRE	0	50	none	atSchool	86.0	3	none	false	0
327	fqo	aiklpm	1399259324314	3.0211232	male	0	169	98	PRE	0	50	none	atSchool	80.0	3	none	false	0
328	ddc	tkursnlhj	1399259324314	3.0211232	female	0	169	78	PRE	0	50	none	atSchool	73.0	1	none	false	0
329	eebapqbzy	zijigl	1399259324314	3.0211232	female	0	160	93	PRE	0	50	none	atSchool	90.0	1	none	false	0
330	iasgyan	lfgdto	1399259816383	3.0019453	female	0	173	98	PRE	0	50	none	atSchool	56.0	4	none	false	0
331	dfmzpax	hhua	1399259816383	3.0019453	female	0	171	97	PRE	0	50	none	atSchool	80.0	0	none	false	0
332	zctjam	rfzqoyiq	1399259819822	2.9629042	female	0	172	106	NONE	0	50	none	atSchool	45.0	2	none	false	0
333	xdnte	cggpgkuco	1399259819822	2.9629042	male	0	180	84	NONE	0	50	none	atSchool	75.0	3	none	false	0
334	zvkw	rmytmjz	1399259819822	2.9629042	female	0	179	64	NONE	0	50	none	atSchool	89.0	2	none	false	0
335	errbtcn	cdngeism	1399259932431	2.4688494	female	0	183	98	NONE	0	50	none	atSchool	67.0	1	none	false	0
336	zrdneh	pww	1399260016006	2.4278903	male	0	171	104	NONE	0	50	none	atSchool	84.0	1	none	false	0
337	qrv	ycnsfu	1399260016011	2.4278903	female	0	183	86	NONE	0	50	none	atSchool	74.0	4	none	false	0
338	cjdair	san	1399260016011	2.4278903	male	0	179	121	NONE	0	50	none	atSchool	83.0	3	none	false	0
339	bycfbaf	quf	1399260064375	2.2218082	male	0	184	105	NONE	0	50	none	atSchool	92.0	1	none	false	0
340	zmvodykn	qhvtvod	1399260064375	2.2218082	female	0	180	90	NONE	0	50	none	atSchool	79.0	1	none	false	0
341	loquhqwm	brj	1399260070196	2.1585753	male	0	176	96	NONE	0	50	none	atSchool	85.0	2	none	false	0
342	xoi	hbqb	1399260070196	2.1585753	male	0	173	76	NONE	0	50	none	atSchool	92.0	1	none	false	0
343	bsiqaaa	lkzto	1399260070196	2.1585753	male	0	185	98	NONE	0	50	none	atSchool	63.0	0	none	false	0
344	vrzcwy	aqyfs	1399260418996	2.1134245	male	0	185	90	NONE	0	50	none	atSchool	60.0	2	none	false	0
345	lpaqa	ilgspt	1399260455111	2.027178	female	0	185	120	NONE	0	50	none	atSchool	57.0	1	none	false	0
346	cgf	blkxakawb	1399260730983	1.9681643	female	0	178	84	NONE	0	50	none	atSchool	68.0	1	none	false	0
347	nrxcmh	mydbsqgi	1399261865832	1.7590959	female	0	171	93	NONE	0	50	none	atSchool	79.0	4	none	false	0
348	ikpd	tjdwl	1399261865833	1.7590959	male	0	180	76	NONE	0	50	none	atSchool	67.0	1	none	false	0
349	csol	ngocssblr	1399261865833	1.7590959	male	0	177	107	NONE	0	50	none	atSchool	93.0	1	none	false	0
350	xadkjlrv	tdwtjqaj	1399261919296	1.7376438	female	0	167	113	NONE	0	50	none	atSchool	74.0	3	none	false	0
351	fvl	cif	1399261919296	1.7376438	female	0	169	108	NONE	0	50	none	atSchool	106.0	3	none	false	0
352	klsyeyxc	hgbtmzsjr	1399262275040	1.7224109	female	0	170	80	NONE	0	50	none	atSchool	77.0	3	none	false	0
353	jlxsjp	jvul	1399262275040	1.7224109	male	0	180	85	NONE	0	50	none	atSchool	62.0	3	none	false	0
354	mbguocz	vglpyqrsl	1399262275040	1.7224109	female	0	167	91	NONE	0	50	none	atSchool	30.0	0	none	false	0
355	rarlyon	jnl	1399263305470	1.6813151	female	0	191	92	NONE	0	50	none	atSchool	74.0	0	none	false	0
356	wcpqpd	jpshxxksl	1399263305471	1.6813151	female	0	172	113	NONE	0	50	none	atSchool	56.0	0	none	false	0
357	qhr	egrzxqxz	1399263305471	1.6813151	female	0	191	84	NONE	0	50	none	atSchool	116.0	0	none	false	0
358	repzdypmd	utth	1399263354029	1.6672877	female	0	180	117	NONE	0	50	none	atSchool	70.0	3	none	false	0
359	xud	gwqpbcivu	1399263354029	1.6673973	female	0	172	110	NONE	0	50	none	atSchool	91.0	1	none	false	0
360	okxvlue	krn	1399263390795	1.6101918	male	0	174	97	NONE	0	50	none	atSchool	69.0	2	none	false	0
361	vutj	oal	1399344798785	1.0131233	male	0	167	104	NONE	0	50	none	atSchool	85.0	2	none	false	0
362	cpeysp	tqsvcaw	1399344798785	1.0131233	male	0	176	114	NONE	0	50	none	atSchool	59.0	2	none	false	0
363	gfg	ake	1399344798785	1.0131233	female	0	178	89	NONE	0	50	none	atSchool	81.0	2	none	false	0
364	rfpvcvw	djnlgoyc	1399344798785	1.0131233	female	0	175	139	NONE	0	50	none	atSchool	41.0	2	none	false	0
365	llq	nbbm	1399345210702	1.0032877	female	0	176	100	NONE	0	50	none	atSchool	45.0	0	none	false	0
366	tlu	smqhfwmec	1399345210703	1.0032877	female	0	168	95	NONE	0	50	none	atSchool	74.0	3	none	false	0
367	xvzlm	pzgrwhwll	1399345210703	1.0032877	male	0	175	78	NONE	0	50	none	atSchool	85.0	2	none	false	0
368	kct	gjdtydxa	1399345210703	1.0032877	male	0	163	82	NONE	0	50	none	atSchool	78.0	1	none	false	0
369	fdrerdo	vgonpigvt	1399345210703	1.0032877	male	0	178	85	NONE	0	50	none	atSchool	75.0	2	none	false	0
370	hdvexne	kzy	1399345310024	0.99463016	female	0	184	105	NONE	0	50	none	atSchool	76.0	3	none	false	0
371	qmezixxjm	bvqdruxlb	1399345310024	0.99463016	male	0	193	102	NONE	0	50	none	atSchool	96.0	2	none	false	0
372	piqbottt	oinq	1399345310024	0.99463016	male	0	172	92	NONE	0	50	none	atSchool	96.0	1	none	false	0
373	xziarq	qgmfjv	1399345310024	0.99463016	female	0	166	103	NONE	0	50	none	atSchool	82.0	3	none	false	0
374	oxzxpd	ghvve	1399345310024	0.99463016	female	0	188	71	NONE	0	50	none	atSchool	63.0	2	none	false	0
375	lahhgxk	qtya	1399345310025	0.99463016	male	0	167	123	NONE	0	50	none	atSchool	79.0	1	none	false	0
376	qtjqi	tdkaag	1399345310025	0.99463016	male	0	193	68	NONE	0	50	none	atSchool	83.0	1	none	false	0
377	tpmvthy	huqbxfk	1399345310025	0.99463016	female	0	166	95	NONE	0	50	none	atSchool	70.0	1	none	false	0
378	rtkc	lclumkoqr	1399345346526	0.576	male	0	180	93	NONE	0	50	none	atSchool	71.0	1	none	false	0
379	sklea	bnabjv	1399345346538	0.576	female	0	176	108	NONE	0	50	none	atSchool	82.0	3	none	false	0
380	efymfqw	iffxtukrh	1399345346538	0.576	female	0	183	111	NONE	0	50	none	atSchool	73.0	4	none	false	0
381	xnxh	savwubgq	1399345592944	0.45841095	male	0	168	110	NONE	0	50	none	atSchool	98.0	2	none	false	0
382	tydi	qwku	1399345592944	0.45841095	female	0	178	96	NONE	0	50	none	atSchool	35.0	1	none	false	0
383	gagxpff	nehmwwh	1399345592944	0.45841095	male	0	176	123	NONE	0	50	none	atSchool	86.0	1	none	false	0
384	jgowah	vkwoqaj	1399345851593	0.37764382	male	0	163	83	NONE	0	50	none	atSchool	83.0	1	none	false	0
385	lscyp	vjjpjq	1399345851593	0.37764382	male	0	174	121	NONE	0	50	none	atSchool	64.0	1	none	false	0
386	ossrfl	bkw	1399345851594	0.37764382	male	0	176	106	NONE	0	50	none	atSchool	102.0	1	none	false	0
387	svxwnow	figaedgos	1399345851594	0.37764382	male	0	177	117	NONE	0	50	none	atSchool	74.0	1	none	false	0
388	mpby	jtsivzj	1399345851594	0.37764382	male	0	170	96	NONE	0	50	none	atSchool	47.0	1	none	false	0
389	axogdno	mpmjtsr	1399345851594	0.37764382	female	0	173	99	NONE	0	50	none	atSchool	62.0	3	none	false	0
390	injnkvba	vnf	1399345851594	0.37764382	male	0	176	109	NONE	0	50	none	atSchool	90.0	2	none	false	0
391	jsmfxt	knhepry	1399345851594	0.37764382	female	0	175	123	NONE	0	50	none	atSchool	106.0	3	none	false	0
392	ouscql	mybtbje	1399345851594	0.37764382	male	0	163	111	NONE	0	50	none	atSchool	79.0	1	none	false	0
393	tjpwwce	mmxwki	1399347270288	0.17775342	female	0	170	80	NONE	0	50	none	atSchool	52.0	2	none	false	0
394	wyqqve	dpcjd	1399347270288	0.17775342	female	0	165	102	NONE	0	50	none	atSchool	52.0	2	none	false	0
395	qzo	msltpnwe	1399347270288	0.17775342	male	0	179	108	NONE	0	50	none	atSchool	96.0	2	none	false	0
396	zlyxifzdk	iiz	1399347270288	0.17775342	male	0	189	104	NONE	0	50	none	atSchool	70.0	2	none	false	0
397	sfbkppwna	louh	1399347270288	0.17775342	female	0	170	98	NONE	0	50	none	atSchool	81.0	3	none	false	0
398	ipybycw	fgvbhajux	1399347270288	0.17775342	male	0	179	103	NONE	0	50	none	atSchool	75.0	2	none	false	0
399	samkyh	lhf	1399347270288	0.17775342	female	0	163	112	NONE	0	50	none	atSchool	55.0	2	none	false	0
400	vmx	mieexitei	1399347270288	0.17775342	male	0	174	93	NONE	0	50	none	atSchool	80.0	2	none	false	0
401	sqp	ljwiz	1399347270288	0.17775342	female	0	181	122	NONE	0	50	none	atSchool	63.0	1	none	false	0
